Main Topic,Keyword,Related score,Competition,Overall,Search volume,30d ago searches,Timestamp,Number of words,KW Type,Content Pillar
personal growth,motivation mentors,1.2,43.2,52.11301087692423,1913.0,,1771835931.0,2,multiple words,Personal Growth
personal growth,overcoming challenges,1.2,43.0,52.18690603293365,1910.0,,1771835931.0,2,sentence,Personal Growth
mental models,user experience,1.2,34.2,55.69466752583431,1904.0,,1771835931.0,2,multiple words,Personal Growth
schopenhauer,relationship red flags,1.4,42.0,52.566487076346974,1900.0,,1771835931.0,3,multiple words,Fundamental Knowledge
procrastination,fear response,1.2,26.5,58.76034042935149,1897.0,,1771835931.0,2,multiple words,Emotional Pain
schopenhauer,curso de filosofia,1.4,30.1,57.32034042935149,1897.0,,1771835931.0,3,multiple words,Fundamental Knowledge
productivity,the way we work,1.4,64.0,43.76034042935149,1897.0,,1771835931.0,4,sentence,Personal Growth
personal growth,inner work,1.2,42.9,52.20034042935149,1897.0,,1771835931.0,2,sentence,Purpose and Identity
habits,tove love,2.4,60.0,45.33152694724977,1883.0,,,2,sentence,Personal Growth
personal growth,1 hour motivation,1.4,45.0,51.31496576290296,1875.0,,1771835931.0,3,multiple words,Personal Growth
mental models,smart phone,1.2,56.0,46.91289064826448,1874.0,,1771835931.0,2,multiple words,Personal Growth
personal growth,personal development motivation,1.4,37.5,54.30249843717374,1869.0,,1771835931.0,3,multiple words,Personal Growth
personal growth,personal improvement,1.2,26.9,58.54041665906808,1868.0,,1771835931.0,2,multiple words,Personal Growth
anxiety,anxiety management,4.7,38.5,53.88999102351147,1863.0,,1771835931.0,2,multiple words,Personal Growth
mental models,second-order thinking,1.2,22.8,60.16999102351147,1863.0,,1771835931.0,2,multiple words,Personal Growth
personal growth,mindset transformation,1.2,34.8,55.36372220298048,1860.0,,1771835931.0,2,multiple words,Personal Growth
procrastination,the huberman lab podcast,1.4,58.0,46.06905554618436,1853.0,,1771835931.0,4,multiple words,Personal Growth
personal growth,communication tips,1.2,54.5,47.4585454011855,1848.0,,1771835931.0,2,multiple words,Personal Growth
productivity,alex hormozi business tips,2.1,51.5,48.65222565601377,1845.0,,1771835931.0,4,multiple words,Personal Growth
stoicism,stoic routine,15.599999999999996,32.7,56.16589562646781,1842.0,,1771835931.0,2,multiple words,Fundamental Knowledge
habits,only the family,1.4,60.5,45.03955527902072,1839.0,,1771835931.0,3,multiple words,Personal Growth
stoicism,selfmastery,7.0,46.4,50.67743953118636,1838.0,,1771835931.0,1,single word,Fundamental Knowledge
exitentialism,what is existentialism,2.45,27.6,58.19320457998136,1836.0,,1771922253.0,3,sentence,Fundamental Knowledge
personal growth,life reflections,1.2,48.5,49.83320457998136,1836.0,,1771835931.0,2,multiple words,Personal Growth
mental models,scott h young,1.4,29.0,57.62896501302481,1834.0,,1771835931.0,3,multiple words,Personal Growth
mental models,strategic mindset,1.2,25.2,59.14472082024415,1832.0,,1771835931.0,2,multiple words,Personal Growth
schopenhauer,philosophical pessimism,1.2,21.9,60.46047199153381,1830.0,,1771835931.0,2,multiple words,Fundamental Knowledge
personal growth,resilience training,1.2,44.0,51.60982957094825,1825.0,,1771835931.0,2,multiple words,Personal Growth
personal growth,morning motivational speech,1.4,58.5,45.771273946169146,1807.0,,1771835931.0,3,multiple words,Personal Growth
jung,analytical psychology,1.8,29.7,57.27401467304985,1799.0,,1771835931.0,2,multiple words,Fundamental Knowledge
mental models,how to make better decisions,2.8,47.5,50.14968786248406,1797.0,,1771835931.0,5,sentence,Personal Growth
productivity,manage time,1.2,38.5,53.7323323298543,1789.0,,1771835931.0,2,sentence,Personal Growth
stoicism,psychology of manipulation,1.4,37.5,54.12362543803184,1785.0,,1771835931.0,3,multiple words,Fundamental Knowledge
mental models,fooled by randomness,1.4,32.0,56.31708245533256,1782.0,,1771835931.0,3,multiple words,Personal Growth
meaning of life,the rebel,1.2,33.5,55.690799907384296,1770.0,,1771922253.0,2,multiple words,Fundamental Knowledge
habits,swedish pop,3.6,45.5,50.88640216548277,1768.0,,1771835931.0,2,multiple words,Personal Growth
philosophy,theories iceberg,1.2,64.5,43.28420142862204,1767.0,,,2,multiple words,Fundamental Knowledge
personal growth,growth journey,1.8,30.1,57.03317902879098,1762.0,,1771835931.0,2,multiple words,Personal Growth
exitentialism,friedrich nietzsche existentialism,1.0499999999999998,46.5,50.47317902879098,1762.0,,,3,multiple words,Purpose and Identity
nihilism,philosophy of absurdism,1.4,28.4,57.710970795806574,1761.0,,,3,multiple words,Fundamental Knowledge
mental models,speak with clarity,1.4,38.8,53.54876130850061,1760.0,,1771835931.0,3,sentence,Personal Growth
anxiety,yoga for depression,1.4,35.0,55.0465971328773,1750.0,,,3,multiple words,Personal Growth
schopenhauer,the world as will and representation,4.199999999999999,28.3,57.72437375339548,1749.0,,1771835931.0,6,sentence,Fundamental Knowledge
stoicism,stoicism today,4.7,49.0,49.43992317819877,1747.0,,1771835931.0,2,multiple words,Fundamental Knowledge
personal growth,denzel washington best,1.4,54.5,47.22877441075708,1742.0,,,3,multiple words,Personal Growth
mental models,human centered design,1.4,44.7,51.14877441075708,1742.0,,1771835931.0,3,multiple words,Personal Growth
meaning of life,science and philosophy,1.4,20.2,60.937593597374686,1737.0,,1771922253.0,3,multiple words,Fundamental Knowledge
procrastination,emotional health,1.2,31.4,56.439637178654685,1729.0,,1771835931.0,2,multiple words,Emotional Pain
schopenhauer,história da filosofia,1.4,41.4,52.43963717865469,1729.0,,1771835931.0,3,multiple words,Fundamental Knowledge
anxiety,anxiety attack help,4.9,35.0,54.97481097005631,1718.0,,,3,sentence,Emotional Pain
productivity,best productivity books,4.9,45.0,50.9452651488518,1705.0,,1771835931.0,3,multiple words,Personal Growth
anxiety,therapy near me,1.4,19.7,61.04008834705682,1694.0,,,3,multiple words,Emotional Pain
philosophy,theory iceberg,1.2,56.9,46.15549318728135,1692.0,,1771835931.0,2,multiple words,Fundamental Knowledge
nihilism,existentialism explained,1.2,34.0,55.303981482230746,1687.0,,1771922253.0,2,multiple words,Fundamental Knowledge
stoicism,stoic secrets,3.6,39.3,53.17936724408875,1685.0,,1771835931.0,2,multiple words,Fundamental Knowledge
philosophy,greek philosophers,1.2,39.2,53.21705807079591,1684.0,,1771835931.0,2,multiple words,Fundamental Knowledge
mental models,increase productivity,1.2,42.0,52.09012231449016,1681.0,,1771835931.0,2,sentence,Personal Growth
productivity,to sell is human,1.4,25.6,58.61992363795719,1668.0,,1771835931.0,4,sentence,Personal Growth
stoicism,7 things you should always keep private,1.4,38.6,53.41992363795718,1668.0,,1771835931.0,7,sentence,Purpose and Identity
personal growth,seminars,3.0,32.9,55.69292129169611,1665.0,,1771835931.0,1,single word,Personal Growth
personal growth,motivation habits,1.2,30.5,56.65292129169611,1665.0,,1771835931.0,2,multiple words,Personal Growth
personal growth,the alpha mind,1.4,59.0,45.23653329509156,1658.0,,1771835931.0,3,multiple words,Personal Growth
mental models,sunk cost,1.2,42.4,51.87183830080092,1656.0,,1771835931.0,2,multiple words,Personal Growth
productivity,the power of regret,1.4,43.7,51.33771922069813,1650.0,,1771835931.0,4,multiple words,Personal Growth
philosophy,great minds,1.2,53.5,47.41300144898874,1648.0,,1771835931.0,2,multiple words,Fundamental Knowledge
procrastination,behavioral science,1.5,42.2,51.91644404114717,1641.0,,1771835931.0,2,multiple words,Emotional Pain
mental models,farnam street,8.4,30.5,56.59407293330322,1640.0,,1771835931.0,2,multiple words,Personal Growth
personal growth,how to succeed in life,1.4,33.8,55.26932637713453,1638.0,,1771835931.0,5,sentence,Personal Growth
personal growth,life habits,1.2,43.5,51.37028201939835,1630.0,,1771835931.0,2,multiple words,Personal Growth
mental models,8020 rule,1.2,55.5,46.551143962108014,1622.0,,1771835931.0,2,multiple words,Personal Growth
meaning of life,no purpose,1.2,39.8,52.821539507111,1618.0,,1771922253.0,2,multiple words,Emotional Pain
stoicism,emotional resilience,2.4,38.6,53.289500493175225,1613.0,,1771835931.0,2,multiple words,Fundamental Knowledge
mental models,learning techniques,1.2,40.0,52.70773592244948,1604.0,,1771835931.0,2,sentence,Personal Growth
mental models,shane parrish podcast,2.8,49.9,48.74531010241604,1603.0,,1771835931.0,3,multiple words,Personal Growth
mental models,mindset development,1.2,38.5,53.23429505688544,1574.0,,1771835931.0,2,multiple words,Personal Growth
anxiety,online therapy,1.2,49.0,49.02934934446131,1572.0,,1771835931.0,2,multiple words,Emotional Pain
mental models,think clearly,1.2,39.8,52.70439733577521,1570.0,,1771835931.0,2,sentence,Personal Growth
anxiety,wholistic health,1.2,40.4,52.459439014775526,1568.0,,,2,multiple words,Personal Growth
productivity,digital notetaking,1.2,53.5,47.19704802190981,1559.0,,,2,sentence,Personal Growth
schopenhauer,truth about women,1.4,48.5,49.15187561659535,1541.0,,,3,multiple words,Fundamental Knowledge
habits,tove lo habits cover,4.9,41.5,51.939234064040136,1536.0,,1771835931.0,4,multiple words,Personal Growth
philosophy,philosophy of science,4.9,51.7,47.84909115790822,1532.0,,1771835931.0,3,multiple words,Fundamental Knowledge
mental models,smart thinking,1.2,55.5,46.32655129343824,1531.0,,1771835931.0,2,multiple words,Personal Growth
anxiety,jay shetty motivation,1.4,52.5,47.51892173434449,1528.0,,1771835931.0,3,multiple words,Personal Growth
finding purpose,what is purpose,1.4,38.5,53.11637521883779,1527.0,,,3,sentence,Purpose and Identity
finding purpose,mark manson purpose,1.4,59.0,44.90872565433202,1524.0,,,3,multiple words,Personal Growth
schopenhauer,philosophy of pessimism,1.4,36.9,53.74872565433201,1524.0,,,3,multiple words,Fundamental Knowledge
philosophy,diogenes of sinope,1.4,31.9,55.72054783913035,1513.0,,1771835931.0,3,multiple words,Fundamental Knowledge
personal growth,personal development plan,1.4,36.0,54.0573404645708,1504.0,,1771835931.0,3,sentence,Personal Growth
productivity,books on time management and productivity,4.9,29.1,56.817340464570805,1504.0,,,6,multiple words,Personal Growth
philosophy,seek nothing outside yourself,1.4,29.9,56.48957380182898,1501.0,,,4,sentence,Fundamental Knowledge
schopenhauer,vídeo aula,1.2,51.5,47.84438739799721,1499.0,,,2,multiple words,Fundamental Knowledge
mental models,structured thinking,1.2,34.7,54.56438739799721,1499.0,,,2,multiple words,Personal Growth
stoicism,stoic domain,1.2,10.3,64.32179160057184,1498.0,,,2,multiple words,Fundamental Knowledge
nihilism,nihilism definition,19.975000000000005,26.5,57.84179160057184,1498.0,,,2,multiple words,Fundamental Knowledge
personal growth,conscious habits,1.2,27.9,57.27399379849986,1495.0,,,2,multiple words,Personal Growth
habits,build good habits,4.9,39.0,52.828786565730816,1493.0,,,3,sentence,Personal Growth
personal growth,set up milestones,1.4,31.0,56.026180332938125,1492.0,,,3,sentence,Personal Growth
meaning of life,the true meaning of life - an inspirational story,4.9,38.0,53.22618033293813,1492.0,,,9,multiple words,Purpose and Identity
personal growth,erik michielsen,1.2,18.2,61.1435723527549,1491.0,,,2,multiple words,Personal Growth
stoicism,stoicism for beginners,4.9,38.0,53.22357235275491,1491.0,,1771835931.0,3,multiple words,Fundamental Knowledge
finding purpose,andrew huberman stanford,2.1,43.0,51.22357235275491,1491.0,,,3,multiple words,Personal Growth
anxiety,excessive anxiety,4.7,38.5,53.02096262283644,1490.0,,1771835931.0,2,multiple words,Emotional Pain
schopenhauer,the darkest philosopher in history,1.4,32.099999999999994,55.578351140833306,1489.0,,,5,multiple words,Fundamental Knowledge
productivity,top productivity books,4.9,46.5,49.81835114083331,1489.0,,,3,multiple words,Personal Growth
schopenhauer,world as will and representation,4.199999999999999,39.9,52.45573790439133,1488.0,,,5,sentence,Fundamental Knowledge
mental models,coca cola case study,1.4,31.7,55.733122911151625,1487.0,,,4,multiple words,Personal Growth
mental models,how to think like a genius,2.8,49.5,48.61050615875051,1486.0,,1771835931.0,6,sentence,Personal Growth
mental models,productivity mindset,1.2,41.5,51.810506158750506,1486.0,,1771835931.0,2,multiple words,Personal Growth
productivity,best books on focus and productivity,4.9,36.5,53.80788764481954,1485.0,,,6,sentence,Personal Growth
nihilism,camus quotes,1.2,22.5,59.40526736698548,1484.0,,,2,multiple words,Purpose and Identity
meaning of life,what is the true meaning of life,4.9,45.7,50.12526736698548,1484.0,,,7,sentence,Purpose and Identity
personal growth,evaluate your goals,1.4,43.0,51.20264532287031,1483.0,,,3,multiple words,Personal Growth
mental models,the knowledge project podcast,1.4,48.3,49.08264532287031,1483.0,,1771835931.0,4,multiple words,Personal Growth
mental models,super thinking book summary,1.4,13.0,63.20002151009119,1482.0,,,4,multiple words,Fundamental Knowledge
philosophy,diogenes the dog,1.4,30.5,56.19739592626044,1481.0,,,3,multiple words,Fundamental Knowledge
habits,tove lo video,2.8,42.0,51.594768568985565,1480.0,,,3,multiple words,Personal Growth
mental models,the great mental models by shane parrish,9.8,15.1,62.352139435869205,1479.0,,,7,multiple words,Personal Growth
stoicism,become a true stoic,1.4,36.9,53.632139435869206,1479.0,,,4,sentence,Fundamental Knowledge
mental models,how to think smarter,1.4,38.0,53.1921394358692,1479.0,,,4,sentence,Personal Growth
philosophy,plato cave,1.2,30.5,56.1921394358692,1479.0,,1771835931.0,2,multiple words,Fundamental Knowledge
schopenhauer,pêndulo de schopenhauer,4.9,14.7,62.50950852450913,1478.0,,,3,multiple words,Fundamental Knowledge
mental models,social chain,1.2,25.4,58.226875832498266,1477.0,,,2,multiple words,Personal Growth
anxiety,online yoga instructor,1.4,24.7,58.50687583249827,1477.0,,,3,multiple words,Personal Growth
habits,tove lo hippie sabotage,1.4,22.3,59.46424135742461,1476.0,,1771835931.0,4,multiple words,Personal Growth
personal growth,how to change mentality,1.4,36.5,53.78160509687128,1475.0,,,4,sentence,Personal Growth
schopenhauer,aula online,1.2,49.0,48.77896704841643,1474.0,,1771835931.0,2,multiple words,Fundamental Knowledge
mental models,what is a mental models explained,4.9,17.799999999999997,61.25632720963336,1473.0,,,6,sentence,Personal Growth
anxiety,what is generalized anxiety disorder,4.9,36.6,53.73632720963336,1473.0,,,5,sentence,Emotional Pain
productivity,cal newport interview,1.4,48.6,48.93632720963336,1473.0,,1771835931.0,3,multiple words,Personal Growth
nihilism,political nihilism,9.4,28.1,57.136327209633365,1473.0,,,2,multiple words,Fundamental Knowledge
stoicism,stoic teachings,1.2,45.1,50.33632720963337,1473.0,,1771835931.0,2,multiple words,Fundamental Knowledge
schopenhauer,arthur schopenhauer lessons,4.9,19.4,60.60839692697305,1470.0,,,3,multiple words,Fundamental Knowledge
mental models,shane parrish book,1.4,19.4,60.60574990251053,1469.0,,,3,multiple words,Personal Growth
exitentialism,the birth of a tragedy,1.0499999999999998,39.2,52.68310107551163,1468.0,,,5,multiple words,Fundamental Knowledge
schopenhauer,the surest way out of misery,1.4,43.5,50.96310107551163,1468.0,,,6,multiple words,Fundamental Knowledge
habits,lessons from atomic habits,4.9,42.0,51.55779800407325,1466.0,,,4,multiple words,Personal Growth
stoicism,how to be a stoic,3.15,40.5,52.15248769294465,1464.0,,1771662981.0,5,sentence,Fundamental Knowledge
stoicism,how to know if someone is using you,1.4,38.6,52.91248769294465,1464.0,,,8,sentence,Fundamental Knowledge
philosophy,plato works,1.2,30.4,56.18982981631403,1463.0,,,2,sentence,Fundamental Knowledge
nihilism,absurdism philosophy,1.2,23.7,58.86982981631404,1463.0,,,2,multiple words,Fundamental Knowledge
schopenhauer,fundación juan march conferencias,1.4,46.056359027881314,49.92196499735826,1461.0,,,4,multiple words,Fundamental Knowledge
personal growth,react short,1.2,30.7,56.06450860851078,1461.0,,1771835931.0,2,multiple words,Personal Growth
productivity,cal newport slow productivity,4.9,38.1,53.10184527235911,1460.0,,1771835931.0,4,multiple words,Personal Growth
procrastination,procrastination stop,4.7,45.0,50.33918011137949,1459.0,,,2,sentence,Personal Growth
schopenhauer,masculinity and femininity,1.4,44.6,50.49651312306962,1458.0,,,3,multiple words,Fundamental Knowledge
schopenhauer,biografia schopenhauer,4.7,10.7,64.053844304922,1457.0,,,2,multiple words,Fundamental Knowledge
philosophy,the superman,1.2,53.2,47.04582684630022,1454.0,,,2,multiple words,Fundamental Knowledge
habits,habits official,4.7,50.5,48.12315068362324,1453.0,,,2,multiple words,Personal Growth
anxiety,obsessive-compulsive disorder,1.2,49.0,48.72047267849332,1452.0,,1771835931.0,2,multiple words,Emotional Pain
mental models,farnam street mental models,4.9,22.7,59.23779282837178,1451.0,,,4,multiple words,Personal Growth
meaning of life,the philosophy of viktor frankl,1.4,15.4,62.15779282837177,1451.0,,,5,multiple words,Fundamental Knowledge
personal growth,track progress,1.2,28.4,56.95779282837178,1451.0,,1771835931.0,2,multiple words,Personal Growth
stoicism,how to stop being disrespected,1.4,40.7,52.03779282837178,1451.0,,1771835931.0,5,sentence,Purpose and Identity
productivity,subtle art,1.2,50.9,47.95511113071467,1450.0,,,2,multiple words,Personal Growth
anxiety,what is gad,1.4,22.8,59.18974218259167,1448.0,,,3,sentence,Fundamental Knowledge
philosophy,the philosophy of plato,4.9,46.0,49.90705492701152,1447.0,,,4,multiple words,Fundamental Knowledge
habits,tove lo song,2.8,42.0,51.50705492701152,1447.0,,,3,multiple words,Personal Growth
mental models,feedback loops,1.2,42.7,51.22436581366725,1446.0,,1771835931.0,2,multiple words,Personal Growth
anxiety,home yoga practice,1.4,44.0,50.70436581366725,1446.0,,,3,multiple words,Personal Growth
meaning of life,the meaning,1.2,62.5,43.304365813667246,1446.0,,,2,multiple words,Purpose and Identity
stoicism,stoicism for success,4.9,34.599999999999994,54.46167483998845,1445.0,,,3,multiple words,Fundamental Knowledge
schopenhauer,schopenhauer mother,4.7,10.2,64.21628730131891,1443.0,,,2,multiple words,Fundamental Knowledge
schopenhauer,conferencias march,1.2,47.0,49.49628730131892,1443.0,,,2,multiple words,Fundamental Knowledge
habits,eminem habits reaction,4.9,24.4,58.52819197623767,1440.0,,1771749138.0,3,multiple words,Personal Growth
philosophy,belief system,1.2,56.0,45.8854897862731,1439.0,,1771835931.0,2,multiple words,Fundamental Knowledge
schopenhauer,revisão de filosofia,1.4,56.0,45.88278571783082,1438.0,,,3,multiple words,Fundamental Knowledge
stoicism,how to think clearly marcus aurelius,1.4,32.4,55.32278571783082,1438.0,,,6,sentence,Fundamental Knowledge
schopenhauer,ölümün anlamı,1.2,36.5,53.6800797682973,1437.0,,,2,multiple words,Fundamental Knowledge
nihilism,absurdism vs stoicism,1.4,25.1,58.23195060693199,1434.0,,,3,multiple words,Fundamental Knowledge
stoicism,a man must always hide these 8 things from a woman,1.4,21.3,59.74923710678877,1433.0,,,11,sentence,Purpose and Identity
habits,break bad habits,9.8,59.0,44.66380442113253,1431.0,,1771835931.0,3,sentence,Personal Growth
nihilism,nihilism absurdity and hope,4.9,15.2,62.18108523032095,1430.0,,,4,multiple words,Purpose and Identity
mental models,framework thinking,3.6,39.2,52.578364137312064,1429.0,,1771835931.0,2,multiple words,Personal Growth
schopenhauer,pessimism philosophy,3.6,29.4,56.49564113944268,1428.0,,1771835931.0,2,multiple words,Fundamental Knowledge
mental models,multidisciplinary thinking,1.2,21.0,59.85291623404399,1427.0,,,2,multiple words,Personal Growth
anxiety,what are panic attacks?,1.4,34.3,54.52473004589967,1424.0,,,4,sentence,Emotional Pain
finding purpose,how do i find meaning in life,1.4,38.5,52.84199748358318,1423.0,,,7,sentence,Purpose and Identity
stoicism,stop being used,1.4,31.6,55.601997483583176,1423.0,,1771835931.0,3,sentence,Fundamental Knowledge
personal growth,i need motivation,1.4,38.0,53.03926300030884,1422.0,,1771835931.0,3,sentence,Personal Growth
anxiety,yoga for panic attacks,1.4,33.599999999999994,54.78556167477405,1417.0,,,4,multiple words,Personal Growth
stoicism,man must always hide these 8 things from a woman,1.4,21.0,59.82556167477404,1417.0,,,10,sentence,Purpose and Identity
habits,dirt femme,1.2,70.7768003578351,39.90109177431299,1412.0,,,2,multiple words,Personal Growth
personal growth,challenging assumptions,1.2,39.8,52.28629837676833,1410.0,,,2,sentence,Personal Growth
stoicism,building confidence,1.2,45.5,50.00629837676833,1410.0,,1771835931.0,2,multiple words,Fundamental Knowledge
finding purpose,what's my purpose,1.4,48.0,49.00629837676833,1410.0,,1771922253.0,3,multiple words,Purpose and Identity
stoicism,zeno of citium,1.4,23.6,58.76077700991145,1408.0,,1771835931.0,3,multiple words,Fundamental Knowledge
schopenhauer,schopenhauer resumo,4.7,29.3,56.47248023684578,1405.0,,,2,multiple words,Fundamental Knowledge
personal growth,critical thinking mastery,1.4,37.2,53.29861283428815,1400.0,,1771835931.0,3,multiple words,Personal Growth
schopenhauer,dark psychology relationships,1.4,14.2,62.49861283428815,1400.0,,1771835931.0,3,multiple words,Fundamental Knowledge
stoicism,be happy with yourself,1.4,33.7,54.693052000892806,1398.0,,1771835931.0,4,sentence,Fundamental Knowledge
meaning of life,mans search for meaning viktor frankl,1.4,17.5,61.17026860020333,1397.0,,,6,multiple words,Purpose and Identity
anxiety,what is generalized anxiety,4.9,32.9,55.00748320638752,1396.0,,,4,sentence,Emotional Pain
nihilism,nietzsche nihilism and the death of god,4.9,28.6,56.72469581658886,1395.0,,,7,multiple words,Fundamental Knowledge
schopenhauer,schopenhauer philosophy of pessimism,6.125,8.3,64.84190642794472,1394.0,,,4,multiple words,Fundamental Knowledge
procrastination,external motivation,1.2,30.2,56.08190642794473,1394.0,,,2,multiple words,Emotional Pain
anxiety,relaxation techniques,1.2,39.0,52.55911503758628,1393.0,,1771835931.0,2,multiple words,Personal Growth
schopenhauer,estude para o enem,1.4,52.2,47.27911503758628,1393.0,,,4,multiple words,Fundamental Knowledge
philosophy,plato philosopher king,1.4,35.1,54.11911503758628,1393.0,,,3,multiple words,Fundamental Knowledge
mental models,your mind is an operating system,1.4,36.857015058893694,53.41351561908105,1392.0,,,6,sentence,Personal Growth
anxiety,integrative health,1.2,28.0,56.95632164263853,1392.0,,1771835931.0,2,multiple words,Personal Growth
mental models,the power of mental models,4.9,20.7693454599672,59.84858345865165,1392.0,,,5,multiple words,Personal Growth
philosophy,quotes by plato,1.4,14.4,62.38512795923737,1388.0,,,3,multiple words,Fundamental Knowledge
stoicism,stoic resilience,1.2,41.4,51.58512795923737,1388.0,,1771835931.0,2,multiple words,Fundamental Knowledge
schopenhauer,pessimism schopenhauer,9.4,12.2,63.26512795923737,1388.0,,,2,multiple words,Fundamental Knowledge
schopenhauer,dr. walther ziegler,1.4,41.37468316684061,51.58964574805765,1386.0,,,3,multiple words,Fundamental Knowledge
schopenhauer,philosophy of arthur schopenhauer,9.8,24.3,58.41390197078883,1384.0,,,4,multiple words,Fundamental Knowledge
anxiety,what is ocd?,1.4,44.0,50.53109040413403,1383.0,,,3,sentence,Emotional Pain
schopenhauer,arthur schopenhauer philosophy,33.07500000000001,30.0,56.13109040413403,1383.0,,1771835931.0,3,multiple words,Fundamental Knowledge
schopenhauer,schopenhauer pessimism,4.7,14.3,62.41109040413403,1383.0,,,2,multiple words,Fundamental Knowledge
personal growth,success principles,1.2,40.7,51.84546116683093,1381.0,,1771835931.0,2,multiple words,Personal Growth
schopenhauer,don't chase happiness,1.4,48.8,48.605461166830935,1381.0,,1771835931.0,3,multiple words,Fundamental Knowledge
mental models,how to think more clearly,1.4,38.9,52.56264349028789,1380.0,,,5,sentence,Personal Growth
nihilism,philosophical counseling,1.2,28.1,56.87982377121004,1379.0,,,2,multiple words,Purpose and Identity
exitentialism,social philosophy,1.2,36.3,53.59700200663394,1378.0,,,2,multiple words,Fundamental Knowledge
finding purpose,philosophy of purpose,1.4,37.5,53.11700200663394,1378.0,,,3,multiple words,Fundamental Knowledge
stoicism,stoic legends,3.6,27.0,57.31417819358974,1377.0,,1771835931.0,2,multiple words,Fundamental Knowledge
philosophy,plan de estudios,1.4,28.0,56.90852441018512,1375.0,,,3,sentence,Fundamental Knowledge
habits,lil durk habits,4.9,40.0,52.10852441018512,1375.0,,,3,multiple words,Personal Growth
philosophy,plato democracy,1.2,33.599999999999994,54.66569443385253,1374.0,,,2,multiple words,Fundamental Knowledge
stoicism,5 ways to think clearly,1.4,33.9,54.545694433852525,1374.0,,,5,sentence,Fundamental Knowledge
personal growth,ideal self visualization,1.4,23.0,58.90569443385253,1374.0,,1771835931.0,3,multiple words,Personal Growth
personal growth,personal accountability,1.2,34.099999999999994,54.46286239710744,1373.0,,1771835931.0,2,multiple words,Personal Growth
schopenhauer,modern dating truths,1.4,29.7,56.22286239710744,1373.0,,,3,sentence,Fundamental Knowledge
personal growth,capture your flag,1.4,31.1,55.66286239710743,1373.0,,,3,multiple words,Personal Growth
mental models,beeamp,2.0,32.9,54.9400282969474,1372.0,,,1,single word,Personal Growth
stoicism,this stoic secret will make them obsess over you | stoicism,4.9,20.2,60.01719213036345,1371.0,,,11,sentence,Fundamental Knowledge
mental models,charlie munger mental model,1.4,13.7,62.61719213036345,1371.0,,,4,multiple words,Personal Growth
mental models,what are mental models,29.40000000000001,33.4,54.73719213036345,1371.0,,,4,sentence,Personal Growth
mental models,second order thinking,2.8,23.4,58.73435389433999,1370.0,,,3,multiple words,Personal Growth
personal growth,problem-solving skills,1.2,36.7,53.41151358585485,1369.0,,,2,sentence,Personal Growth
schopenhauer,schopenhauer on genius,9.8,11.5,63.49151358585485,1369.0,,,3,multiple words,Fundamental Knowledge
meaning of life,senseless world,1.2,46.1,49.64582673937765,1367.0,,1771922253.0,2,multiple words,Purpose and Identity
anxiety,symptoms of anxiety,4.9,36.1,53.64298019530801,1366.0,,,3,multiple words,Emotional Pain
mental models,clear decisions,1.2,45.5,49.88298019530801,1366.0,,,2,multiple words,Personal Growth
philosophy,plato politics,1.2,28.6,56.64013156662151,1365.0,,,2,multiple words,Fundamental Knowledge
philosophy,practical philosophy,4.7,34.2,54.397280850262646,1364.0,,1771835931.0,2,multiple words,Fundamental Knowledge
stoicism,stoic realms stoicism,4.9,22.0,59.277280850262656,1364.0,,,3,multiple words,Fundamental Knowledge
mental models,business frameworks,1.2,21.3,59.55157314227219,1362.0,,1771609040.0,2,multiple words,Personal Growth
schopenhauer,why society hates smart people,1.4,26.5,57.47157314227219,1362.0,,,5,multiple words,Fundamental Knowledge
habits,science of habits,4.9,50.5,47.86871614449589,1361.0,,1771835931.0,3,multiple words,Personal Growth
stoicism,marcus aurlius how to think clearly,1.4,25.9,57.70871614449589,1361.0,,,6,sentence,Fundamental Knowledge
schopenhauer,ölüm üzerine felsefe,1.4,38.24362606232295,52.7684066218286,1360.0,,,3,multiple words,Fundamental Knowledge
personal growth,him ruin,3.6,44.0,50.465857046757776,1360.0,,,2,multiple words,Personal Growth
habits,trevor wentworth,1.2,33.0,54.86299584596856,1359.0,,,2,multiple words,Personal Growth
mental models,stock and flow,1.4,22.0,59.26013253903208,1358.0,,,3,multiple words,Personal Growth
mental models,mental imagery,1.2,34.3,54.34013253903208,1358.0,,,2,multiple words,Personal Growth
anxiety,attention control,1.2,27.4,57.09726712284535,1357.0,,,2,sentence,Personal Growth
stoicism,stoicism ted talk,30.625,41.0,51.65726712284536,1357.0,,1771835931.0,3,sentence,Fundamental Knowledge
schopenhauer,schopenhauer quotes,5.875,23.0,58.85439959429857,1356.0,,,2,multiple words,Fundamental Knowledge
habits,bad habits nav,4.9,43.5,50.65439959429857,1356.0,,,3,multiple words,Personal Growth
procrastination,adhd lazy,1.2,38.1,52.81152995027497,1355.0,,,2,multiple words,Emotional Pain
mental models,what is framework thinking,1.4,48.47174593708066,48.65995981281868,1354.0,,,4,sentence,Personal Growth
personal growth,30 life-changing habits in english,1.4,43.5,50.64865818765094,1354.0,,1771749138.0,5,sentence,Personal Growth
habits,tove lo habits stay high,9.8,33.599999999999994,54.605784303295934,1353.0,,,5,sentence,Personal Growth
schopenhauer,aula grátis,1.2,41.6,51.40578430329593,1353.0,,1771835931.0,2,multiple words,Fundamental Knowledge
